src_addr,src_port,dst_addr,dst_port,protocol,packet_len
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x010 (ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 0... = Push: Not set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······A····
	Window: 2039
	Calculated window size: 130496
	Window size scaling factor: 64
	Checksum: 0xb533 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 1998134051, TSecr 2769646601
	Length: 10
	Timestamp value: 1998134051
	Timestamp echo reply: 2769646601
	Timestamps
	Time since first frame in this TCP stream: 0.164902000 seconds
	Time since previous frame in this TCP stream: 0.000072000 seconds
	SEQ/ACK analysis
	This is an ACK to the segment in frame: 344
	The RTT to ACK the segment was: 0.000111000 seconds
	iRTT: 0.034470000 seconds
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)

192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
No attribute named ip
Just arrived: Packet (Length: 76)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0000 .... .... .... .... .... = Traffic Class: 0x00 (DSCP: CS0, ECN: Not-ECT)
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..00 .... .... .... .... .... = Explicit Congestion Notification: Not ECN-Capable Transport (0)
	.... 1110 1100 1100 0101 1110 = Flow Label: 0xecc5e
	Payload Length: 32
	Next Header: TCP (6)
	Hop Limit: 50
	Source Address: 2600:1406:1400:68c::1aca
	Destination Address: 2001:420:c0c8:1004::148
Layer TCP:
	Source Port: 443
	Destination Port: 53163
	Stream index: 15
	Conversation completeness: Incomplete, DATA (15)
	TCP Segment Len: 0
	Sequence Number: 6061    (relative sequence number)
	Sequence Number (raw): 2326595479
	Next Sequence Number: 6061    (relative sequence number)
	Acknowledgment Number: 795    (relative ack number)
	Acknowledgment number (raw): 1271920938
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x010 (ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 0... = Push: Not set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······A····
	Window: 501
	Calculated window size: 64128
	Window size scaling factor: 128
	Checksum: 0xbb0e [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 2769646640, TSecr 1998134051
	Length: 10
	Timestamp value: 2769646640
	Timestamp echo reply: 1998134051
	Timestamps
	Time since first frame in this TCP stream: 0.206229000 seconds
	Time since previous frame in this TCP stream: 0.041327000 seconds
	SEQ/ACK analysis
	This is an ACK to the segment in frame: 345
	The RTT to ACK the segment was: 0.041425000 seconds
	iRTT: 0.034470000 seconds
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)

192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
No attribute named ip
Just arrived: Packet (Length: 905)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0010 .... .... .... .... .... = Traffic Class: 0x02 (DSCP: CS0, ECN: ECT(0))
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..10 .... .... .... .... .... = Explicit Congestion Notification: ECN-Capable Transport codepoint '10' (2)
	.... 1110 1100 1100 0101 1110 = Flow Label: 0xecc5e
	Payload Length: 861
	Next Header: TCP (6)
	Hop Limit: 50
	Source Address: 2600:1406:1400:68c::1aca
	Destination Address: 2001:420:c0c8:1004::148
Layer TCP:
	Source Port: 443
	Destination Port: 53163
	Stream index: 15
	Conversation completeness: Incomplete, DATA (15)
	TCP Segment Len: 829
	Sequence Number: 6061    (relative sequence number)
	Sequence Number (raw): 2326595479
	Next Sequence Number: 6890    (relative sequence number)
	Acknowledgment Number: 795    (relative ack number)
	Acknowledgment number (raw): 1271920938
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x018 (PSH, ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 1... = Push: Set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······AP···
	Window: 501
	Calculated window size: 64128
	Window size scaling factor: 128
	Checksum: 0xda32 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 2769646675, TSecr 1998134051
	Length: 10
	Timestamp value: 2769646675
	Timestamp echo reply: 1998134051
	Timestamps
	Time since first frame in this TCP stream: 0.240015000 seconds
	Time since previous frame in this TCP stream: 0.033786000 seconds
	SEQ/ACK analysis
	iRTT: 0.034470000 seconds
	Bytes in flight: 829
	Bytes sent since last PSH flag: 829
	TCP payload (829 bytes)
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)
Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 824
	Encrypted Application Data: bd088d42fbd419e6a2c65960031f7be153aefedaa66592bcad6dcf9d36823f1eee201b12…
	Application Data Protocol: http-over-tls

No attribute named ip
Just arrived: Packet (Length: 76)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0000 .... .... .... .... .... = Traffic Class: 0x00 (DSCP: CS0, ECN: Not-ECT)
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..00 .... .... .... .... .... = Explicit Congestion Notification: Not ECN-Capable Transport (0)
	.... 0111 0000 0111 0000 0000 = Flow Label: 0x70700
	Payload Length: 32
	Next Header: TCP (6)
	Hop Limit: 64
	Source Address: 2001:420:c0c8:1004::148
	Destination Address: 2600:1406:1400:68c::1aca
Layer TCP:
	Source Port: 53163
	Destination Port: 443
	Stream index: 15
	Conversation completeness: Incomplete, DATA (15)
	TCP Segment Len: 0
	Sequence Number: 795    (relative sequence number)
	Sequence Number (raw): 1271920938
	Next Sequence Number: 795    (relative sequence number)
	Acknowledgment Number: 6890    (relative ack number)
	Acknowledgment number (raw): 2326596308
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x010 (ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 0... = Push: Not set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······A····
	Window: 2035
	Calculated window size: 130240
	Window size scaling factor: 64
	Checksum: 0xb165 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 1998134126, TSecr 2769646675
	Length: 10
	Timestamp value: 1998134126
	Timestamp echo reply: 2769646675
	Timestamps
	Time since first frame in this TCP stream: 0.240053000 seconds
	Time since previous frame in this TCP stream: 0.000038000 seconds
	SEQ/ACK analysis
	This is an ACK to the segment in frame: 355
	The RTT to ACK the segment was: 0.000038000 seconds
	iRTT: 0.034470000 seconds
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)

No attribute named ip
Just arrived: Packet (Length: 107)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0010 .... .... .... .... .... = Traffic Class: 0x02 (DSCP: CS0, ECN: ECT(0))
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..10 .... .... .... .... .... = Explicit Congestion Notification: ECN-Capable Transport codepoint '10' (2)
	.... 0111 0000 0111 0000 0000 = Flow Label: 0x70700
	Payload Length: 63
	Next Header: TCP (6)
	Hop Limit: 64
	Source Address: 2001:420:c0c8:1004::148
	Destination Address: 2600:1406:1400:68c::1aca
Layer TCP:
	Source Port: 53163
	Destination Port: 443
	Stream index: 15
	Conversation completeness: Incomplete, DATA (15)
	TCP Segment Len: 31
	Sequence Number: 795    (relative sequence number)
	Sequence Number (raw): 1271920938
	Next Sequence Number: 826    (relative sequence number)
	Acknowledgment Number: 6890    (relative ack number)
	Acknowledgment number (raw): 2326596308
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x018 (PSH, ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 1... = Push: Set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······AP···
	Window: 2048
	Calculated window size: 131072
	Window size scaling factor: 64
	Checksum: 0xc3e4 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 1998134126, TSecr 2769646675
	Length: 10
	Timestamp value: 1998134126
	Timestamp echo reply: 2769646675
	Timestamps
	Time since first frame in this TCP stream: 0.240471000 seconds
	Time since previous frame in this TCP stream: 0.000418000 seconds
	SEQ/ACK analysis
	iRTT: 0.034470000 seconds
	Bytes in flight: 31
	Bytes sent since last PSH flag: 31
	TCP payload (31 bytes)
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)
Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 26
	Encrypted Application Data: eda3e4b16ca0a1d6c8297248336d03b75e06df7c74f45d0de7d0
	Application Data Protocol: http-over-tls

192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
No attribute named ip
Just arrived: Packet (Length: 139)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0010 .... .... .... .... .... = Traffic Class: 0x02 (DSCP: CS0, ECN: ECT(0))
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..10 .... .... .... .... .... = Explicit Congestion Notification: ECN-Capable Transport codepoint '10' (2)
	.... 0111 0000 0111 0000 0000 = Flow Label: 0x70700
	Payload Length: 95
	Next Header: TCP (6)
	Hop Limit: 64
	Source Address: 2001:420:c0c8:1004::148
	Destination Address: 2600:1406:1400:68c::1aca
Layer TCP:
	Source Port: 53163
	Destination Port: 443
	Stream index: 15
	Conversation completeness: Incomplete, DATA (15)
	TCP Segment Len: 63
	Sequence Number: 826    (relative sequence number)
	Sequence Number (raw): 1271920969
	Next Sequence Number: 890    (relative sequence number)
	Acknowledgment Number: 6890    (relative ack number)
	Acknowledgment number (raw): 2326596308
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x019 (FIN, PSH, ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 1... = Push: Set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...1 = Fin: Set
	Expert Info (Chat/Sequence): Connection finish (FIN)
	Connection finish (FIN)
	Severity level: Chat
	Group: Sequence
	TCP Flags: ·······AP··F
	This frame initiates the connection closing
	Window: 2048
	Calculated window size: 131072
	Window size scaling factor: 64
	Checksum: 0x41f7 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 1998134139, TSecr 2769646675
	Length: 10
	Timestamp value: 1998134139
	Timestamp echo reply: 2769646675
	Timestamps
	Time since first frame in this TCP stream: 0.253232000 seconds
	Time since previous frame in this TCP stream: 0.012761000 seconds
	SEQ/ACK analysis
	iRTT: 0.034470000 seconds
	Bytes in flight: 94
	Bytes sent since last PSH flag: 63
	TCP payload (63 bytes)
	Expert Info (Note/Sequence): This frame initiates the connection closing
	Severity level: Note
	Group: Sequence
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)
Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 34
	Encrypted Application Data: ce614d5b3493e1690e5574f6f1a253bfe791afa04281cab03a8da8fe1cd89c705473
	Application Data Protocol: http-over-tls
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 19
	Encrypted Application Data: 6f39645e7d0d5fc513051c01c2bfcc8d0f6e9d
	Application Data Protocol: http-over-tls

192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
No attribute named ip
Just arrived: Packet (Length: 76)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0000 .... .... .... .... .... = Traffic Class: 0x00 (DSCP: CS0, ECN: Not-ECT)
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..00 .... .... .... .... .... = Explicit Congestion Notification: Not ECN-Capable Transport (0)
	.... 1110 1100 1100 0101 1110 = Flow Label: 0xecc5e
	Payload Length: 32
	Next Header: TCP (6)
	Hop Limit: 50
	Source Address: 2600:1406:1400:68c::1aca
	Destination Address: 2001:420:c0c8:1004::148
Layer TCP:
	Source Port: 443
	Destination Port: 53163
	Stream index: 15
	Conversation completeness: Complete, WITH_DATA (31)
	TCP Segment Len: 0
	Sequence Number: 6890    (relative sequence number)
	Sequence Number (raw): 2326596308
	Next Sequence Number: 6890    (relative sequence number)
	Acknowledgment Number: 826    (relative ack number)
	Acknowledgment number (raw): 1271920969
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x010 (ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 0... = Push: Not set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······A····
	Window: 501
	Calculated window size: 64128
	Window size scaling factor: 128
	Checksum: 0xb71b [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 2769646716, TSecr 1998134126
	Length: 10
	Timestamp value: 2769646716
	Timestamp echo reply: 1998134126
	Timestamps
	Time since first frame in this TCP stream: 0.280125000 seconds
	Time since previous frame in this TCP stream: 0.026893000 seconds
	SEQ/ACK analysis
	This is an ACK to the segment in frame: 357
	The RTT to ACK the segment was: 0.039654000 seconds
	iRTT: 0.034470000 seconds
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)

No attribute named ip
Just arrived: Packet (Length: 100)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0010 .... .... .... .... .... = Traffic Class: 0x02 (DSCP: CS0, ECN: ECT(0))
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..10 .... .... .... .... .... = Explicit Congestion Notification: ECN-Capable Transport codepoint '10' (2)
	.... 1110 1100 1100 0101 1110 = Flow Label: 0xecc5e
	Payload Length: 56
	Next Header: TCP (6)
	Hop Limit: 50
	Source Address: 2600:1406:1400:68c::1aca
	Destination Address: 2001:420:c0c8:1004::148
Layer TCP:
	Source Port: 443
	Destination Port: 53163
	Stream index: 15
	Conversation completeness: Complete, WITH_DATA (31)
	TCP Segment Len: 24
	Sequence Number: 6890    (relative sequence number)
	Sequence Number (raw): 2326596308
	Next Sequence Number: 6914    (relative sequence number)
	Acknowledgment Number: 890    (relative ack number)
	Acknowledgment number (raw): 1271921033
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x018 (PSH, ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 1... = Push: Set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·······AP···
	Window: 501
	Calculated window size: 64128
	Window size scaling factor: 128
	Checksum: 0x21c2 [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 2769646758, TSecr 1998134139
	Length: 10
	Timestamp value: 2769646758
	Timestamp echo reply: 1998134139
	Timestamps
	Time since first frame in this TCP stream: 0.321181000 seconds
	Time since previous frame in this TCP stream: 0.041056000 seconds
	SEQ/ACK analysis
	This is an ACK to the segment in frame: 360
	The RTT to ACK the segment was: 0.067949000 seconds
	iRTT: 0.034470000 seconds
	Bytes in flight: 24
	Bytes sent since last PSH flag: 24
	TCP payload (24 bytes)
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)
Layer TLS:
	TLSv1.3 Record Layer: Application Data Protocol: http-over-tls
	Opaque Type: Application Data (23)
	Version: TLS 1.2 (0x0303)
	Length: 19
	Encrypted Application Data: dfe2568339909d57808ecd7a0bce26dcb2657f
	Application Data Protocol: http-over-tls

No attribute named ip
Just arrived: Packet (Length: 76)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0000 .... .... .... .... .... = Traffic Class: 0x00 (DSCP: CS0, ECN: Not-ECT)
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..00 .... .... .... .... .... = Explicit Congestion Notification: Not ECN-Capable Transport (0)
	.... 1110 1100 1100 0101 1110 = Flow Label: 0xecc5e
	Payload Length: 32
	Next Header: TCP (6)
	Hop Limit: 50
	Source Address: 2600:1406:1400:68c::1aca
	Destination Address: 2001:420:c0c8:1004::148
Layer TCP:
	Source Port: 443
	Destination Port: 53163
	Stream index: 15
	Conversation completeness: Complete, WITH_DATA (31)
	TCP Segment Len: 0
	Sequence Number: 6914    (relative sequence number)
	Sequence Number (raw): 2326596332
	Next Sequence Number: 6915    (relative sequence number)
	Acknowledgment Number: 890    (relative ack number)
	Acknowledgment number (raw): 1271921033
	1000 .... = Header Length: 32 bytes (8)
	Flags: 0x011 (FIN, ACK)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...1 .... = Acknowledgment: Set
	.... .... 0... = Push: Not set
	.... .... .0.. = Reset: Not set
	.... .... ..0. = Syn: Not set
	.... .... ...1 = Fin: Set
	Expert Info (Chat/Sequence): Connection finish (FIN)
	Connection finish (FIN)
	Severity level: Chat
	Group: Sequence
	TCP Flags: ·······A···F
	This frame undergoes the connection closing
	Window: 501
	Calculated window size: 64128
	Window size scaling factor: 128
	Checksum: 0xb68b [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Options: (12 bytes), No-Operation (NOP), No-Operation (NOP), Timestamps
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	TCP Option - Timestamps: TSval 2769646758, TSecr 1998134139
	Length: 10
	Timestamp value: 2769646758
	Timestamp echo reply: 1998134139
	Timestamps
	Time since first frame in this TCP stream: 0.321214000 seconds
	Time since previous frame in this TCP stream: 0.000033000 seconds
	Expert Info (Note/Sequence): This frame undergoes the connection closing
	Severity level: Note
	Group: Sequence
	TCP Option - No-Operation (NOP)
	Kind: No-Operation (1)
	Kind: Time Stamp Option (8)

No attribute named ip
Just arrived: Packet (Length: 64)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0010 .... .... .... .... .... = Traffic Class: 0x02 (DSCP: CS0, ECN: ECT(0))
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..10 .... .... .... .... .... = Explicit Congestion Notification: ECN-Capable Transport codepoint '10' (2)
	.... 1110 1100 1100 0101 1110 = Flow Label: 0xecc5e
	Payload Length: 20
	Next Header: TCP (6)
	Hop Limit: 64
	Source Address: 2001:420:c0c8:1004::148
	Destination Address: 2600:1406:1400:68c::1aca
Layer TCP:
	Source Port: 53163
	Destination Port: 443
	Stream index: 15
	Conversation completeness: Complete, WITH_DATA (31)
	TCP Segment Len: 0
	Sequence Number: 890    (relative sequence number)
	Sequence Number (raw): 1271921033
	Next Sequence Number: 890    (relative sequence number)
	Acknowledgment Number: 0
	Acknowledgment number (raw): 0
	0101 .... = Header Length: 20 bytes (5)
	Flags: 0x004 (RST)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...0 .... = Acknowledgment: Not set
	.... .... 0... = Push: Not set
	.... .... .1.. = Reset: Set
	Expert Info (Warning/Sequence): Connection reset (RST)
	Connection reset (RST)
	Severity level: Warning
	Group: Sequence
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·········R··
	Window: 0
	Calculated window size: 0
	Window size scaling factor: 64
	Checksum: 0x338f [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Timestamps
	Time since first frame in this TCP stream: 0.321239000 seconds
	Time since previous frame in this TCP stream: 0.000025000 seconds

No attribute named ip
Just arrived: Packet (Length: 64)
Layer NULL:
	Family: IPv6 (30)
Layer IPV6:
	0110 .... = Version: 6
	.... 0000 0000 .... .... .... .... .... = Traffic Class: 0x00 (DSCP: CS0, ECN: Not-ECT)
	.... 0000 00.. .... .... .... .... .... = Differentiated Services Codepoint: Default (0)
	.... .... ..00 .... .... .... .... .... = Explicit Congestion Notification: Not ECN-Capable Transport (0)
	.... 1110 1100 1100 0101 1110 = Flow Label: 0xecc5e
	Payload Length: 20
	Next Header: TCP (6)
	Hop Limit: 64
	Source Address: 2001:420:c0c8:1004::148
	Destination Address: 2600:1406:1400:68c::1aca
Layer TCP:
	Source Port: 53163
	Destination Port: 443
	Stream index: 15
	Conversation completeness: Complete, WITH_DATA (63)
	TCP Segment Len: 0
	Sequence Number: 890    (relative sequence number)
	Sequence Number (raw): 1271921033
	Next Sequence Number: 890    (relative sequence number)
	Acknowledgment Number: 0
	Acknowledgment number (raw): 0
	0101 .... = Header Length: 20 bytes (5)
	Flags: 0x004 (RST)
	000. .... .... = Reserved: Not set
	...0 .... .... = Nonce: Not set
	.... 0... .... = Congestion Window Reduced (CWR): Not set
	.... .0.. .... = ECN-Echo: Not set
	.... ..0. .... = Urgent: Not set
	.... ...0 .... = Acknowledgment: Not set
	.... .... 0... = Push: Not set
	.... .... .1.. = Reset: Set
	Expert Info (Warning/Sequence): Connection reset (RST)
	Connection reset (RST)
	Severity level: Warning
	Group: Sequence
	.... .... ..0. = Syn: Not set
	.... .... ...0 = Fin: Not set
	TCP Flags: ·········R··
	Window: 0
	Calculated window size: 0
	Window size scaling factor: 64
	Checksum: 0x338f [unverified]
	Checksum Status: Unverified
	Urgent Pointer: 0
	Timestamps
	Time since first frame in this TCP stream: 0.321276000 seconds
	Time since previous frame in this TCP stream: 0.000037000 seconds

10.21.75.34,53162,192.111.4.107,443,TCP,443
10.21.75.34,53162,192.111.4.107,443,TCP,736
10.21.75.34,62712,171.70.168.183,53,UDP,66
10.21.75.34,49997,171.70.168.183,53,UDP,66
10.21.75.34,51291,171.70.168.183,53,UDP,66
171.70.168.183,53,10.21.75.34,62712,UDP,66
171.70.168.183,53,10.21.75.34,49997,UDP,326
192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
171.70.168.183,53,10.21.75.34,51291,UDP,230
192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
10.21.75.34,53162,192.111.4.107,443,TCP,590
192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
10.21.75.34,57959,171.70.168.183,53,UDP,72
171.70.168.183,53,10.21.75.34,57959,UDP,72
10.21.75.34,53162,192.111.4.107,443,TCP,737
10.21.75.34,53162,192.111.4.107,443,TCP,561
192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
10.21.75.34,53162,192.111.4.107,443,TCP,562
192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
10.21.75.34,53029,10.69.174.18,5004,TCP,434
10.21.75.34,53162,192.111.4.107,443,TCP,557
192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
10.21.75.34,53162,192.111.4.107,443,TCP,558
192.111.4.107,443,10.21.75.34,53162,TCP,257
10.21.75.34,53162,192.111.4.107,443,TCP,56
10.21.75.34,63156,171.70.168.183,53,UDP,68
10.21.75.34,57068,171.70.168.183,53,UDP,68
10.21.75.34,52567,171.70.168.183,53,UDP,68
171.70.168.183,53,10.21.75.34,63156,UDP,68
171.70.168.183,53,10.21.75.34,52567,UDP,234
171.70.168.183,53,10.21.75.34,57068,UDP,330
